year,jurisdiction,title,description,status,ISO3,country,topic,type,category,source
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2016,International,Montreal Protocol - Kigali Amendment,"The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 2016 Kigali Amendment: Added HFCs to the list of controlled substances; Set a timeline for their gradual reduction by 80-85% by the late 2040s. The first reductions by developed countries are expected in 2019, with developing countries to follow with a freeze of HFC consumption levels in 2024 and in 2028 for some nations.",Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/kigali-amendment-2016-amendment-montreal-protocol-agreed
2024,International,Regulation 2024/573 on fluorinated greenhouse gases,"The 2024 F-gas regulation sets the objectives to lays down rules on containment, use, recovery, recycling, reclamation and destruction of fluorinated greenhouse gases in the European Union, in compliance with the Montreal Protocol along with EU climate objectives. It notably: Organises and expands its quota system for hydrofluorocarbons (HFCs), to be phased out by 2050; Sets stricter rules to prevent emissions; Facilitates more automation of control to monitor F-gas tradeSets a cap of HFCs production within the EU, aiming at a 15% reduction rate between 2025 and 2036. ",In force,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://climate.ec.europa.eu/eu-action/fluorinated-greenhouse-gases/eu-rules_en
2024,International,Regulation 2024/573 on fluorinated greenhouse gases,"The 2024 F-gas regulation sets the objectives to lays down rules on containment, use, recovery, recycling, reclamation and destruction of fluorinated greenhouse gases in the European Union, in compliance with the Montreal Protocol along with EU climate objectives. It notably: Organises and expands its quota system for hydrofluorocarbons (HFCs), to be phased out by 2050; Sets stricter rules to prevent emissions; Facilitates more automation of control to monitor F-gas tradeSets a cap of HFCs production within the EU, aiming at a 15% reduction rate between 2025 and 2036. ",In force,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://climate.ec.europa.eu/eu-action/fluorinated-greenhouse-gases/eu-rules_en
2024,International,Regulation 2024/573 on fluorinated greenhouse gases,"The 2024 F-gas regulation sets the objectives to lays down rules on containment, use, recovery, recycling, reclamation and destruction of fluorinated greenhouse gases in the European Union, in compliance with the Montreal Protocol along with EU climate objectives. It notably: Organises and expands its quota system for hydrofluorocarbons (HFCs), to be phased out by 2050; Sets stricter rules to prevent emissions; Facilitates more automation of control to monitor F-gas tradeSets a cap of HFCs production within the EU, aiming at a 15% reduction rate between 2025 and 2036. ",In force,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://climate.ec.europa.eu/eu-action/fluorinated-greenhouse-gases/eu-rules_en
2024,International,Regulation 2024/573 on fluorinated greenhouse gases,"The 2024 F-gas regulation sets the objectives to lays down rules on containment, use, recovery, recycling, reclamation and destruction of fluorinated greenhouse gases in the European Union, in compliance with the Montreal Protocol along with EU climate objectives. It notably: Organises and expands its quota system for hydrofluorocarbons (HFCs), to be phased out by 2050; Sets stricter rules to prevent emissions; Facilitates more automation of control to monitor F-gas tradeSets a cap of HFCs production within the EU, aiming at a 15% reduction rate between 2025 and 2036. ",In force,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://climate.ec.europa.eu/eu-action/fluorinated-greenhouse-gases/eu-rules_en
2018,International,"Regulation 2016/2281 establishing a framework for the setting of ecodesign requirements for energy-related products, with regard to ecodesign requirements for air heating products, cooling products, high temperature process chillers and fan coil units"," This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of:Air heating products with a rated heating capacity not exceeding 1 MW, including air-to-air heat pumps;Cooling products and high temperature process chillers with a rated cooling capacity not exceeding 2 MW;Fan coil units.",In force,NLD,Netherlands,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500298084425&uri=CELEX:32016R2281
2018,International,"Regulation 2016/2281 establishing a framework for the setting of ecodesign requirements for energy-related products, with regard to ecodesign requirements for air heating products, cooling products, high temperature process chillers and fan coil units"," This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of:Air heating products with a rated heating capacity not exceeding 1 MW, including air-to-air heat pumps;Cooling products and high temperature process chillers with a rated cooling capacity not exceeding 2 MW;Fan coil units.",In force,BEL,Belgium,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500298084425&uri=CELEX:32016R2281
2018,International,"Regulation 2016/2281 establishing a framework for the setting of ecodesign requirements for energy-related products, with regard to ecodesign requirements for air heating products, cooling products, high temperature process chillers and fan coil units"," This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of:Air heating products with a rated heating capacity not exceeding 1 MW, including air-to-air heat pumps;Cooling products and high temperature process chillers with a rated cooling capacity not exceeding 2 MW;Fan coil units.",In force,SWE,Sweden,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500298084425&uri=CELEX:32016R2281
2018,International,"Regulation 2016/2281 establishing a framework for the setting of ecodesign requirements for energy-related products, with regard to ecodesign requirements for air heating products, cooling products, high temperature process chillers and fan coil units"," This Regulation establishes ecodesign requirements for the placing on the market and/or putting into service of:Air heating products with a rated heating capacity not exceeding 1 MW, including air-to-air heat pumps;Cooling products and high temperature process chillers with a rated cooling capacity not exceeding 2 MW;Fan coil units.",In force,FRA,France,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500298084425&uri=CELEX:32016R2281
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,NLD,Netherlands,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,SWE,Sweden,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,CHE,Switzerland,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,BEL,Belgium,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,ISR,Israel,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
1999,International,Montreal Protocol - Beijing Amendment,The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement to protect the Earth’s ozone layer by phasing out the chemicals that deplete it. The 1997 Beijing Amendment: Added bromochloromethane to the list of substances needing to be controlled and phase-out its production and use by 2002; impose a freeze on the consumption of HCFCs beginning in 2004;Banned all trade of HCFCs and bromochloromethane between Parties to the amendment and non-Parties; Required each State Party to submit statistical data on the amount of methyl bromide used for quarantine and pre-shipment applications.,Announced,FRA,France,"Buildings,Industry","F-gas regulations,Regulations",,https://ozone.unep.org/treaties/montreal-protocol/amendments/beijing-amendment-1999-amendment-montreal-protocol-agreed
2027,National,Directive (EU) 2023/959 establishing a system for greenhouse gas emission allowance trading within the Union,"This directive creates a new emissions trading system (ETS2) to cover CO2 emissions from fuel combustion in buildings, road transport and small industries not covered by the EU ETS. The ETS2 is expected to be fully operational in 2027, with monitoring and reporting to begin in 2025. The ETS2 cap will be set to bring emissions down by 42% by 2030 compared to 2005 levels.",Announced,BEL,Belgium,"Transport,Buildings","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2023.130.01.0134.01.ENG
2027,National,Directive (EU) 2023/959 establishing a system for greenhouse gas emission allowance trading within the Union,"This directive creates a new emissions trading system (ETS2) to cover CO2 emissions from fuel combustion in buildings, road transport and small industries not covered by the EU ETS. The ETS2 is expected to be fully operational in 2027, with monitoring and reporting to begin in 2025. The ETS2 cap will be set to bring emissions down by 42% by 2030 compared to 2005 levels.",Announced,SWE,Sweden,"Transport,Buildings","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2023.130.01.0134.01.ENG
2027,National,Directive (EU) 2023/959 establishing a system for greenhouse gas emission allowance trading within the Union,"This directive creates a new emissions trading system (ETS2) to cover CO2 emissions from fuel combustion in buildings, road transport and small industries not covered by the EU ETS. The ETS2 is expected to be fully operational in 2027, with monitoring and reporting to begin in 2025. The ETS2 cap will be set to bring emissions down by 42% by 2030 compared to 2005 levels.",Announced,NLD,Netherlands,"Transport,Buildings","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2023.130.01.0134.01.ENG
2027,National,Directive (EU) 2023/959 establishing a system for greenhouse gas emission allowance trading within the Union,"This directive creates a new emissions trading system (ETS2) to cover CO2 emissions from fuel combustion in buildings, road transport and small industries not covered by the EU ETS. The ETS2 is expected to be fully operational in 2027, with monitoring and reporting to begin in 2025. The ETS2 cap will be set to bring emissions down by 42% by 2030 compared to 2005 levels.",Announced,FRA,France,"Transport,Buildings","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2023.130.01.0134.01.ENG
2024,National,Directive (EU) 2024/1275 of the European Parliament and of the Council of 24 April 2024 on the energy performance of buildings (recast) ,The Energy Performance of Buildings Directive was updated in 2024 to introduce a broad range of policies to increase the rate of renovation in EU countries. The Directive also requires that all new buildings are zero-emission buildings (ZEB) from 2030 onwards. The long-term aim of the Directive is to achieve a zero-emission building stock by 2050.,Announced,NLD,Netherlands,Buildings,"Ban of oil boilers,Regulations,Building energy codes for new buildings,Regulations,Ban of gas boilers,Regulations,Ban of coal boilers,Regulations",New buildings,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202401275&pk_keyword=Energy&pk_content=Directive
2024,National,Directive (EU) 2024/1275 of the European Parliament and of the Council of 24 April 2024 on the energy performance of buildings (recast) ,The Energy Performance of Buildings Directive was updated in 2024 to introduce a broad range of policies to increase the rate of renovation in EU countries. The Directive also requires that all new buildings are zero-emission buildings (ZEB) from 2030 onwards. The long-term aim of the Directive is to achieve a zero-emission building stock by 2050.,Announced,SWE,Sweden,Buildings,"Ban of oil boilers,Regulations,Building energy codes for new buildings,Regulations,Ban of gas boilers,Regulations,Ban of coal boilers,Regulations",New buildings,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202401275&pk_keyword=Energy&pk_content=Directive
2024,National,Directive (EU) 2024/1275 of the European Parliament and of the Council of 24 April 2024 on the energy performance of buildings (recast) ,The Energy Performance of Buildings Directive was updated in 2024 to introduce a broad range of policies to increase the rate of renovation in EU countries. The Directive also requires that all new buildings are zero-emission buildings (ZEB) from 2030 onwards. The long-term aim of the Directive is to achieve a zero-emission building stock by 2050.,Announced,FRA,France,Buildings,"Ban of oil boilers,Regulations,Building energy codes for new buildings,Regulations,Ban of gas boilers,Regulations,Ban of coal boilers,Regulations",New buildings,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202401275&pk_keyword=Energy&pk_content=Directive
2024,National,Directive (EU) 2024/1275 of the European Parliament and of the Council of 24 April 2024 on the energy performance of buildings (recast) ,The Energy Performance of Buildings Directive was updated in 2024 to introduce a broad range of policies to increase the rate of renovation in EU countries. The Directive also requires that all new buildings are zero-emission buildings (ZEB) from 2030 onwards. The long-term aim of the Directive is to achieve a zero-emission building stock by 2050.,Announced,BEL,Belgium,Buildings,"Ban of oil boilers,Regulations,Building energy codes for new buildings,Regulations,Ban of gas boilers,Regulations,Ban of coal boilers,Regulations",New buildings,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202401275&pk_keyword=Energy&pk_content=Directive
1975,National,Energy Policy and Conservation Act,"The Energy Policy and Conservation Act of 1975 aims to fulfil the United States' obligations under the International Energy Programme (IEP), to provide for the creation of a Strategic Petroleum Reserve, to conserve energy supplies, to provide for improved energy efficiency, to provide a means for verification of energy data, and to conserve water by improving water efficiency of certain plumbing products and appliances. The Strategic Petroleum Reserve provides for the storage of up to 1 billion barrels of petroleum products, maintained by the US Department of Energy (DOE). The US President may, if the President determines that declines in the production of oil from domestic resources pose a threat to national energy security, direct the US Secretary of Energy to acquire oil stocks from domestic producers of stripper well properties for storage in the SPR.",In force,USA,United States,"Fuels,Buildings","Building energy codes for new buildings,Regulations,Permitting regimes,Regulations,Oil stockholding obligation,Regulations,Oil emergency plan,Framework legislation,Gas emergency plan,Framework legislation","New buildings,Public,Licences,Production schedule,General framework",https://www.congress.gov/bill/94th-congress/senate-bill/622
2009,State/Provincial,Energy Decree - Energy performance of buildings,The EU EPBD requirements are translated into the Energy Decree of Flanders.,In force,BEL,Belgium,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1018092&param=inhoud
2008,National,Swiss Emissions Trading Scheme and CO2 Tax,"A Swiss Emissions Trading Scheme took effect on 1 January 2008, at the same time that a CO2 tax was introduced. The scheme is linked to voluntary agreements to reduce emissions under the pre-existing CO2 Law. Companies covered by voluntary agreements can convert these agreements into legally binding CO2 emissions targets, allowing them to participate in emissions trading and be exempted from the CO2 tax. Emission allowances are allocated to companies for free and from 2008, emission allowances equivalent to the amount of CO2 emitted have to be surrendered annually. Additional allowances can be sold. Where non-compliance occurs (i.e. where the adequate number of allowances is not surrendered) the CO2 tax is paid retroactively for each tonne of CO2 emitted since the exemption was granted.",In force,CHE,Switzerland,"Buildings,Industry,Power","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-13369.html
2013,State/Provincial,Quebec Cap & Trade System for Greenhouse Gas Emissions Allowances,"In 2009 Quebec established Cap and Trade System for Greenhouse Gas Emissions Allowances system in order to limit the emissions and encourage energy saving and growing shares of renewables in the consumption in the highest emitting sectors (i.e. transportation, industry and building). In December 2012 the system was updated with new rules entering into force in January 2013.The businesses that emit 25,000 metric tons or more of CO2 equivalent a year are subject to the cap-and-trade system. The first compliance period covered 2013 and 2014 and applied only to industrial and electricity sector. The second compliance period covered 2015-2017 and 2018-2020 periods and additionally applied to fossil fuel distributors.In addition, the cap-and-trade system is open to individuals and other entities that would like to participate in the carbon market, even if there is no regulatory obligation for them to do so.The Cap and Trade GHG emissions system is a centrepiece of Quebec’s climate action plan spanning the years 2013 to 2020.From 2013 Quebec’s carbon market was linked with California’s in order to improve liquidity of the market.",In force,CAN,Canada,"Transport,Buildings,Industry,Power,Methane abatement","Emissions trading schemes and certified reduction credits,Incentives and investments,Carbon pricing instruments,Regulations","Emission Trading System (ETS),Oil and natural gas extraction",http://www.mddelcc.gouv.qc.ca/changements/carbone/Systeme-plafonnement-droits-GES-en.htm
2016,National,High efficiency buildings: SIA Building Code and Minergie Label Family,"Since 1998, the Swiss Federal Office for Energy has worked in partnership with cantons to promote SIA building code (Norm SIA 380/1) and the Minergie label family. The standard, SIA 380, has been updated several times, most recently in 2016. Minergie is a voluntary energy-efficient construction standard for both new and renovated buildings . Buildings which meet the Minergie standards can then display the Minergie label. The SIA building code sets an overall limit on energy use for heating, hot water, ventilation and air-conditioning of 16 kWh /m2 for new and 24 KWh/m2 for renovated buildings. The Minergie Label is granted for buildings 20% below the acutal standard. Minergie also has standards for non-residential buildings (commercial, industrial, hospitals, sporting facilities etc.). ",Ended,CHE,Switzerland,Buildings,"Building energy codes for new buildings,Regulations",New buildings,
2013,National,SI 994-1 Air conditioners: Safety requirements and performance requirements,This standard applies to air conditioners built from one unit: or more whose maximum rated output is 81 kW (air conditioners). This standard determines the requirements for the safety of air conditioners and the structure of the air conditioners.  This standard applies to single air conditioner and split air conditioner.,In force,ISR,Israel,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://www.airnet.co.il/%D7%AA%D7%A7%D7%A0%D7%99%D7%9D-%D7%95%D7%AA%D7%A7%D7%A0%D7%95%D7%AA/%D7%9E%D7%96%D7%92%D7%A0%D7%99-%D7%90%D7%95%D7%95%D7%99%D7%A8-%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%91%D7%98%D7%99%D7%97%D7%95%D7%AA-%D7%95%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%A4%D7%A2%D7%95/
2000,National,Green Municipal Fund,"Beginning in 2000, the Government of Canada endowed the Federation of Canadian Municipalities with CAD 550 million to create the Green Municipal Fund, which stimulates investment in innovative municipal infrastructure projects and environmental practices for Canadian municipal governments and their public and private-sector partners.The Fund provides grants for cost-shared plans, feasibility studies, field tests and pilot projects, to improve the quality of air, water and soil through greater energy efficiency, the sustainable use of renewable and non-renewable resources and more efficient water, waste and waste water management. The Fund also supports the implementation of innovative environmental capital projects providing grants, loans and loan guarantees at competitive interest rates to municipalities and their partners. In addition, CAD 750,000 annually is allocated to the Green Municipal Capacity Building Program, which supports the Partners for Climate Protection program. In 2012, Green Municipal Fund eligibility was refined to target initiatives that aim to achieve significant environmental impacts and have the potential to be replicated in other communities.In 2023, the Community Efficiency Financing initiative was set up to help Canadian municipalities create, implement, and scale up home-energy upgrade financing programs for residential properties. With a $300 million investment, it supports various financing models like Property Assessed Clean Energy (PACE), utility on-bill financing, and third-party lending partnerships. ",In force,CAN,Canada,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,http://fcm.ca/home/programs/green-municipal-fund.htm
2023,National,Oil to Heat Pump Incentive Program,"Canada's Oil to Heat Pump Incentive Program Rebates helps homeowners who are currently heating their homes with oil, transition to eligible heat pump systems. A primary heating system is defined as a heating system with the capacity to heat a minimum 50% of the home for the entire heating season to 21oC. If the oil heating system is not functional, the home is not eligible for the Program rebate. Homes must be low-rise detached or semi-detached (single family home, row homes, townhouses, or mobile homes on a permanent foundation). Multi-unit residential buildings such as high-rises, apartment buildings, stacked duplexes, triplexes, and fourplexes are not eligible for the Program. Off-grid communities that are served by 100% diesel-powered generation are not eligible. Other off-grid communities may be eligible, but must be approved by the Ministry of Energy and Mines before proceeding. ",In force,CAN,Canada,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://natural-resources.canada.ca/energy-efficiency/home-energy-efficiency/canada-greener-homes-initiative/oil-heat-pump-affordability-program
2015,National,National Building Code of Canada 2015,"The National Building Code of Canada is the model building code of Canada. It is issued by National Research Council Canada. As a model code, it has no legal status until it is adopted by a jurisdiction that regulates construction. Prescriptive requirements apply to building envelope components, heating ventilating and air conditioning equipment, and potable water heating equipment.",Ended,CAN,Canada,Buildings,"Building energy codes for new buildings,Regulations",New buildings,#https://nrc.canada.ca/en/certifications-evaluations-standards/codes-canada/codes-canada-publications/national-building-code-canada-2015?pedisable=true#
2008,National,"Netherlands-Bouwbesluit 2012: Chapter 5-Space heating,Existing buildings,New buildings - 2008",,Ended,NLD,Netherlands,Buildings,"Building energy codes for new buildings,Regulations",New buildings,
1995,National,"Netherlands-Bouwbesluit 2012: Chapter 5-Space heating,Existing buildings,New buildings - 1995",,Ended,NLD,Netherlands,Buildings,"Building energy codes for new buildings,Regulations",New buildings,http://www.gbpn.org/databases-tools/bc-detail-pages/netherlands
2012,National,"Sweden-BFS 2016: 12-Space heating,Existing buildings,New buildings - 2012",,Ended,SWE,Sweden,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://www.iea.org/policiesandmeasures/pams/sweden/name-22078-en.php
2008,State/Provincial,(British Columbia) Carbon Tax Act,"B.C.’s broad-based carbon tax puts a price on greenhouse gas emissions. This provides an incentive for sustainable choices that produce fewer emissions. The escalating tax was phased in on July 1, 2008. Beginning April 1, 2018, B.C.'s carbon tax rate is $35 per tonne of carbon dioxide equivalent emissions. The tax rate will increase each year by $5 per tonne until it reaches $50 per tonne in 2021. New revenue generated from the increasing carbon tax is used to protect affordability, maintain industry competitiveness, and encourage new clean initiatives. ",In force,CAN,Canada,"Transport,Buildings,Industry,Power","Carbon pricing instruments,Regulations",Carbon tax,http://www.bclaws.ca/EPLibraries/bclaws_new/document/ID/freeside/00_08040_01
2021,National,Property tax exemption,"In order to support the energy efficient and low-carbon retrofitting of houses in France, the French government introduced a 50% to 100% property tax exemption for housing energy work in some cities (subnational entites being final decision makers) for three years. Eligible works include:    - thermal insulation  - renewable energy equipment and heat pumps  - connection to district heating if the district network is fuelled by renewables or combined heat and power generation   - heat regulation equipment       Related spending in eligible categories of work should be greater than 10,000€ over the previous year, or greater than 15,000€ over the three previous years.",In force,FRA,France,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.economie.gouv.fr/files/files/directions_services/plan-de-relance/DP_03_09_2021_France_Relance.pdf
2017,National,"Energy Efficiency Regulations, 2016 - Air conditioners","The energy efficiency regulations set standards for most appliances, including air conditioners, heat pumps and boilers. Standards for air conditioners were regularly updated, with last amendment enacted in 2022 (SOR/2022-265). ",In force,CAN,Canada,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Air conditioners,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-311/page-7.html#h-835737
